Company,Sector,Year,Revenue (Cr),Net Profit (Cr),EBITDA Margin (%),Debt/Equity,EPS,P/E Ratio,Market Cap (Cr)
Tata Steel,Finance,2018,1593.42,249.34,23.23,0.81,24.0,31.22,30489.33
Axis Bank,Metals,2014,1908.49,143.29,16.1,1.17,30.02,33.74,56604.55
SBI,Metals,2022,1441.87,270.92,18.02,1.14,21.95,26.14,9414.93
Mahindra,Metals,2021,1374.23,212.65,14.16,0.63,9.44,19.85,39536.74
SBI,IT,2012,1916.43,230.53,15.53,0.88,14.55,18.56,48493.69
Mahindra,IT,2016,2073.57,315.24,16.25,0.52,7.83,19.9,19111.68
Wipro,IT,2019,,228.53,13.48,0.37,28.16,15.98,56065.5
TCS,Automobile,2017,1274.17,205.71,17.69,1.21,21.58,26.47,32301.61
Tata Steel,Finance,2019,1743.16,193.39,19.65,0.16,23.13,27.28,27758.86
Reliance,IT,2019,1423.79,189.23,20.14,0.86,31.72,15.56,31414.37
Mahindra,Metals,2012,1679.78,224.98,13.96,0.69,27.47,18.84,32553.7
SBI,Metals,2016,1422.22,309.07,14.97,0.96,31.62,7.62,33222.74
Tata Steel,Metals,2016,1969.2,151.06,22.25,0.59,43.12,19.37,16145.31
HDFC,Metals,2013,1290.15,145.0,14.96,1.14,17.06,20.27,35736.54
HDFC,Energy,2019,1644.16,302.8,22.12,0.73,6.27,12.25,9565.49
Infosys,Automobile,2018,1353.39,154.71,14.34,1.24,19.2,16.3,25184.66
Reliance,Finance,2010,1415.55,217.29,19.88,0.87,22.93,11.93,26082.85
Wipro,Finance,2010,1376.38,152.66,21.76,0.49,29.36,8.98,30898.79
SBI,IT,2014,1721.58,65.64,4.75,0.96,32.24,30.37,29296.82
TCS,Energy,2022,1775.51,215.86,22.34,0.93,14.35,9.0,33439.66
TCS,Finance,2012,1667.32,289.21,24.52,0.77,12.87,20.8,14143.24
SBI,Automobile,2019,1467.6,195.04,16.46,0.58,38.65,26.83,30500.38
Axis Bank,Metals,2022,1542.05,81.47,19.73,1.06,28.19,29.95,19406.09
Wipro,IT,2018,1769.32,208.73,13.8,0.51,28.53,12.57,33855.35
Tata Steel,Automobile,2014,1778.79,139.52,19.82,0.54,27.64,28.95,51179.94
Mahindra,Finance,2016,,-9.56,30.31,0.96,26.48,21.13,31401.95
Axis Bank,Energy,2010,1418.33,193.53,7.02,0.74,22.75,24.01,48921.48
Mahindra,IT,2011,1432.72,241.41,15.5,0.21,17.91,32.32,33199.02
Mahindra,Finance,2020,1700.78,294.22,21.98,0.51,19.61,24.28,22270.29
Axis Bank,IT,2021,1479.97,340.55,24.31,0.92,46.66,13.5,32838.85
Infosys,Finance,2013,1715.76,252.07,11.09,0.72,43.04,5.61,5483.89
HDFC,Metals,2018,1176.4,274.69,14.81,0.77,34.27,24.48,33064.82
Mahindra,Energy,2014,1578.02,97.23,15.1,0.88,24.33,22.85,45307.67
Axis Bank,Metals,2014,1770.06,329.75,14.74,0.94,30.65,14.44,18069.21
Axis Bank,Finance,2018,1057.69,301.39,17.42,0.83,10.76,21.28,43083.63
ICICI,Automobile,2017,2254.09,170.63,10.86,-0.2,34.96,10.51,19203.29
Infosys,Metals,2011,1857.27,254.53,16.73,0.78,22.6,22.52,28395.05
Reliance,Automobile,2016,1500.41,246.49,13.32,0.65,25.15,10.62,17339.61
ICICI,Finance,2010,1251.48,317.62,17.66,0.81,25.98,28.47,30194.5
ICICI,Energy,2019,1447.47,187.91,14.47,1.12,23.21,34.71,65769.34
SBI,Automobile,2020,1525.14,140.3,17.15,0.48,33.04,22.02,23036.9
HDFC,Finance,2020,1632.2,160.8,12.82,0.82,40.95,22.71,28142.37
Axis Bank,Automobile,2018,1950.2,271.74,22.76,0.94,33.57,24.11,30291.15
HDFC,Metals,2012,1357.17,46.41,16.37,0.71,25.66,21.94,28394.97
Wipro,Finance,2022,1668.81,,18.07,0.41,14.34,12.32,43732.77
SBI,Metals,2011,1112.27,271.54,17.27,0.44,25.4,29.89,22556.81
Reliance,IT,2013,1375.92,221.98,18.04,0.79,24.23,23.15,33962.4
HDFC,Finance,2013,1613.02,201.48,18.01,0.61,33.24,23.92,25377.12
TCS,Automobile,2012,1707.38,95.56,22.03,0.22,18.55,27.06,49321.41
Mahindra,IT,2011,1274.03,63.21,16.57,0.56,16.12,26.76,33116.17
Wipro,Metals,2014,1367.76,149.24,14.4,0.41,27.98,28.64,31762.54
Infosys,Metals,2013,1938.17,228.94,18.21,1.02,34.2,23.18,38698.2
Reliance,Automobile,2014,1848.57,153.14,14.94,0.35,26.53,13.99,47483.72
Wipro,IT,2022,1562.54,272.01,17.63,1.23,34.66,22.92,42292.93
Mahindra,Energy,2021,829.01,123.68,12.74,1.45,12.24,19.82,40573.19
SBI,Automobile,2021,2253.34,158.45,23.25,0.58,29.74,13.88,45140.93
Mahindra,Metals,2017,1494.02,256.26,14.1,0.62,12.18,30.16,30090.38
ICICI,Finance,2020,1406.23,169.85,24.0,1.08,51.67,18.95,54802.63
Mahindra,IT,2011,1343.29,173.81,17.69,1.13,38.41,21.6,40195.42
ICICI,Energy,2018,1612.91,148.52,22.28,0.65,28.85,14.9,36889.94
SBI,Finance,2019,1615.97,133.68,14.16,0.67,8.96,19.62,28835.81
Tata Steel,IT,2010,1785.19,228.33,8.17,0.67,11.25,26.51,12153.16
ICICI,Automobile,2017,1222.18,238.7,9.76,0.54,43.95,34.32,30937.87
Infosys,Automobile,2021,1406.25,218.17,30.51,1.07,13.42,9.78,19709.83
Mahindra,IT,2014,2109.16,150.71,15.01,0.85,30.0,20.16,24697.51
Mahindra,Energy,2011,1567.38,183.88,23.48,0.58,43.23,-1.91,31603.51
Infosys,IT,2017,1448.24,327.67,11.51,0.82,26.06,17.0,46291.85
TCS,Finance,2014,1217.51,86.31,18.89,0.69,13.05,20.82,28603.59
Axis Bank,Finance,2019,1651.78,350.87,19.74,1.55,7.25,21.14,18324.78
Tata Steel,Automobile,2023,1809.31,207.98,32.18,0.73,28.83,31.47,12785.19
Reliance,IT,2019,1762.38,185.59,16.41,1.02,13.96,18.41,17139.68
ICICI,Automobile,2022,1422.36,276.27,14.44,0.93,25.02,30.93,55807.98
Infosys,Energy,2023,1608.38,34.62,19.75,0.75,14.35,21.73,23239.04
SBI,Finance,2012,2001.5,310.43,13.38,0.93,18.99,16.43,8627.03
ICICI,Metals,2016,1821.26,348.62,20.05,0.86,19.31,21.33,33601.21
Axis Bank,Metals,2013,1264.75,287.04,17.73,1.55,22.39,20.9,22791.05
SBI,IT,2020,736.2,31.82,14.23,0.77,17.6,21.39,29798.79
Wipro,IT,2020,1589.03,261.13,20.47,0.02,27.85,15.12,40606.45
Mahindra,Metals,2019,1739.57,331.68,18.54,1.46,34.97,15.03,44812.0
Wipro,IT,2021,1173.23,323.42,21.8,0.65,21.4,27.95,28865.7
ICICI,Finance,2015,1497.36,87.35,26.26,0.83,27.61,27.38,34105.95
Axis Bank,Energy,2019,1420.89,281.31,15.49,0.64,15.65,14.2,45831.8
Tata Steel,Energy,2017,1531.29,343.65,15.94,0.62,9.33,19.06,20702.89
ICICI,Automobile,2010,,202.36,11.27,0.46,29.02,22.68,14860.15
Infosys,Finance,2011,1887.15,83.78,20.61,0.2,33.8,25.7,35929.22
HDFC,IT,2023,1544.39,266.29,14.78,0.58,5.86,21.32,17688.71
ICICI,IT,2022,1236.29,284.31,19.73,0.95,24.09,28.08,24796.47
Mahindra,Automobile,2017,1775.24,188.86,23.83,0.31,29.32,19.45,30072.0
Mahindra,Automobile,2016,1120.74,104.74,14.58,0.95,27.89,30.83,32474.67
ICICI,IT,2019,1885.35,278.55,15.63,1.5,19.1,37.86,26548.45
SBI,IT,2018,1797.32,138.5,23.07,0.89,25.48,20.51,41947.2
HDFC,Finance,2011,1916.93,231.79,21.54,0.38,34.26,22.63,29076.56
Infosys,Automobile,2017,1452.53,324.65,21.01,0.92,16.4,13.42,10396.07
ICICI,Finance,2015,1351.17,67.3,16.04,1.09,40.55,18.8,32749.81
SBI,IT,2010,1525.21,272.62,10.82,1.19,11.12,21.25,31806.64
Mahindra,Metals,2013,1474.67,183.47,14.44,0.86,33.98,24.89,26501.92
Mahindra,Metals,2023,1304.18,185.55,12.95,0.98,25.54,18.57,27112.78
Axis Bank,IT,2011,1333.91,241.15,20.91,1.06,19.85,25.23,24053.01
ICICI,Automobile,2016,1390.09,138.29,19.42,0.98,6.58,17.37,19746.46
HDFC,Metals,2018,1149.0,106.0,15.01,0.9,36.9,27.06,48063.21
TCS,Automobile,2015,1703.39,57.26,15.86,0.61,15.66,22.9,37503.72
HDFC,Metals,2013,1484.31,298.54,,1.09,24.7,22.59,38144.47
Mahindra,Automobile,2014,1407.49,170.27,16.4,0.64,29.71,16.78,27369.72
Mahindra,Metals,2020,1166.89,245.6,15.09,1.58,48.79,19.41,19303.14
Wipro,Automobile,2010,1151.89,161.2,27.89,0.61,21.44,17.38,-6370.68
Mahindra,Finance,2022,2080.77,107.06,15.25,1.04,25.51,26.08,43720.68
Infosys,Automobile,2013,1311.82,252.19,21.34,0.42,29.14,10.51,54771.9
Reliance,Finance,2022,1683.16,226.24,19.96,0.66,26.16,15.05,13757.15
ICICI,Finance,2019,1548.79,181.05,10.38,0.62,17.39,28.45,6393.41
HDFC,IT,2012,667.44,224.15,14.61,0.39,39.85,21.31,37857.73
Reliance,Finance,2018,2037.74,123.16,22.1,0.63,20.39,28.56,51505.73
SBI,Energy,2015,1705.23,284.85,17.34,0.91,29.68,25.81,20966.5
TCS,Finance,2013,1269.7,303.39,10.68,0.73,22.83,26.53,53482.0
Infosys,Automobile,2012,1491.49,260.74,19.97,1.16,18.94,22.95,35908.98
HDFC,Finance,2021,1155.24,170.24,15.09,0.52,35.48,15.4,69.05
Reliance,Automobile,2022,2047.87,204.75,20.18,1.01,27.63,20.53,43841.08
TCS,Automobile,2013,1227.7,325.51,31.44,0.62,3.16,11.26,27029.59
Wipro,Energy,2017,1343.07,302.49,19.91,1.14,27.98,18.84,28443.26
Infosys,Finance,2021,1281.13,359.51,21.06,1.04,18.73,16.18,26749.12
Infosys,Finance,2014,1524.11,137.56,16.73,1.1,9.11,6.97,30987.44
Wipro,Metals,2022,1911.09,130.38,12.4,0.75,34.57,22.98,19740.33
ICICI,Metals,2020,2036.81,210.75,23.12,1.2,17.36,22.3,15980.83
Wipro,IT,2010,1380.3,232.55,14.97,0.3,27.62,28.84,37249.12
Infosys,Automobile,2014,1613.48,188.62,16.85,0.93,34.2,11.43,15345.88
Infosys,Energy,2017,1524.57,168.83,26.97,0.84,22.58,27.57,17149.98
Reliance,Metals,2020,1205.52,301.39,16.31,1.05,27.51,3.76,6223.72
Mahindra,Finance,2021,2226.77,192.74,24.08,0.78,18.19,18.97,41248.17
TCS,IT,2013,1908.83,102.78,19.94,0.5,36.04,33.83,58511.37
Wipro,Energy,2023,1556.73,112.02,15.23,0.47,23.18,19.8,13943.13
TCS,Finance,2011,1974.56,219.77,19.71,0.8,30.37,14.86,21232.66
Wipro,Finance,2022,1863.63,440.21,14.42,0.72,40.05,19.42,29850.91
SBI,Automobile,2012,1524.56,121.92,22.52,1.06,6.49,25.94,39862.28
Infosys,Automobile,2023,1597.79,174.81,24.24,1.09,18.15,18.03,29126.41
Mahindra,Metals,2020,1953.64,392.38,18.25,0.81,23.27,22.75,49746.47
Reliance,Metals,2018,1216.15,161.26,24.71,0.81,26.28,22.67,21019.25
Mahindra,Finance,2023,2002.11,236.44,18.8,1.12,31.15,23.84,30047.67
Mahindra,Finance,2016,1432.47,350.07,22.57,0.73,37.21,27.25,30451.55
Mahindra,Metals,2012,1957.4,123.88,32.76,0.74,17.55,33.86,8955.6
TCS,Metals,2014,1498.43,175.26,30.38,0.4,22.98,20.61,28487.47
Wipro,Finance,2012,1601.28,161.25,17.09,1.06,36.22,22.26,33724.66
Tata Steel,Energy,2019,1489.71,78.57,19.47,0.77,28.38,11.69,11902.5
SBI,Finance,2013,1340.45,325.55,12.73,1.14,7.99,26.61,21061.58
HDFC,Energy,2021,1418.98,153.17,21.99,0.44,7.17,29.53,51825.44
Mahindra,Energy,2017,1913.73,129.9,19.95,0.65,20.11,24.82,21011.66
ICICI,Finance,2023,805.75,164.45,14.13,1.08,30.52,10.3,31507.79
TCS,IT,2012,1128.31,274.31,23.93,0.9,30.33,17.17,26349.29
Reliance,Metals,2012,1282.36,209.03,16.67,0.45,16.07,20.36,22557.11
HDFC,Automobile,2020,1176.5,136.67,15.4,1.08,31.64,14.0,15623.36
Tata Steel,Finance,2020,1952.99,232.73,20.0,0.41,27.52,35.01,34358.72
ICICI,Energy,2017,1877.3,265.01,15.67,1.05,14.19,22.87,18810.9
Tata Steel,Finance,2019,1677.61,198.1,17.84,0.51,18.99,26.52,25060.89
HDFC,Metals,2022,1308.66,181.22,26.73,1.16,5.55,26.63,44769.73
Mahindra,Energy,2019,1900.52,281.27,14.93,0.83,13.09,20.78,19370.86
ICICI,Automobile,2016,1023.56,185.67,21.38,0.9,6.16,11.59,43755.27
Tata Steel,Automobile,2016,2142.59,328.66,15.08,0.78,9.53,25.52,24520.71
Reliance,Automobile,2019,1294.61,139.39,13.13,0.83,41.79,34.08,27499.46
Wipro,IT,2011,1421.39,137.53,17.59,0.82,21.0,17.35,35544.18
Infosys,Energy,2021,1371.2,127.7,31.42,1.01,7.26,16.03,13071.72
Wipro,Energy,2016,,180.89,21.91,0.78,29.19,25.87,38667.77
HDFC,IT,2019,2077.53,200.2,20.31,1.24,27.9,26.47,18040.91
TCS,Energy,2020,1736.67,93.95,15.38,0.58,26.93,28.01,32163.44
Infosys,IT,2019,1864.64,207.74,16.08,1.06,16.27,19.01,15936.29
SBI,Finance,2012,1132.9,245.23,10.58,0.97,31.23,18.99,34396.77
Reliance,Metals,2023,1554.28,82.76,26.98,1.17,14.02,1.6,13262.01
SBI,Automobile,2016,1656.31,158.31,19.34,0.84,32.94,20.35,23237.49
ICICI,IT,2022,1581.23,245.4,18.91,0.9,33.85,16.05,23401.24
Infosys,IT,2013,1151.89,112.85,19.02,0.9,24.36,4.55,36126.99
SBI,IT,2022,1822.65,174.72,28.45,0.44,10.36,33.26,47307.14
SBI,Finance,2017,1536.47,287.05,19.5,0.92,33.02,21.69,24440.5
Tata Steel,IT,2017,1213.51,343.61,17.04,1.78,19.16,7.52,25795.17
Wipro,Metals,2015,943.42,235.19,27.0,1.28,27.74,22.64,21324.61
Tata Steel,Metals,2022,1682.0,186.46,17.35,0.57,31.91,33.02,48735.67
Infosys,Automobile,2021,2235.14,159.89,9.54,0.26,16.9,28.43,26628.81
Infosys,Finance,2012,1195.42,272.86,10.36,0.82,46.46,26.77,35586.02
HDFC,Metals,2015,1551.13,290.67,17.04,1.12,24.56,11.38,34515.32
Tata Steel,Energy,2015,1833.15,107.49,19.46,0.79,18.29,16.19,20263.26
Axis Bank,Energy,2012,1119.1,272.83,22.11,1.37,34.99,13.92,36536.92
Wipro,Energy,2020,1356.01,151.44,13.41,0.57,40.5,20.13,44866.47
Infosys,IT,2013,1241.95,131.24,16.87,0.87,4.33,25.43,24638.46
HDFC,IT,2011,1795.4,187.71,13.95,0.77,11.19,23.06,41502.95
Tata Steel,Energy,2010,1897.66,279.33,23.57,1.02,17.24,13.65,33401.87
Wipro,Automobile,2011,1547.71,224.75,24.41,1.04,46.13,18.71,15733.65
Tata Steel,Automobile,2016,1247.48,222.59,27.79,1.16,20.21,27.3,48578.04
SBI,IT,2019,1367.16,228.2,19.76,0.76,40.21,23.57,39055.05
HDFC,Energy,2014,1310.85,237.41,27.33,1.18,27.2,22.8,14669.19
Wipro,Automobile,2018,1206.82,190.87,14.54,0.9,10.5,13.86,18742.46
Mahindra,IT,2012,1469.39,250.55,19.08,1.21,33.81,21.12,45471.02
ICICI,Energy,2011,1672.45,147.23,12.7,1.25,28.17,12.06,18187.42
ICICI,Finance,2013,1647.08,252.08,20.87,0.81,16.38,14.22,13908.25
Wipro,Energy,2011,1497.53,268.56,19.42,0.6,18.39,9.65,11160.81
Tata Steel,Energy,2020,1517.12,255.93,5.73,0.86,14.5,32.1,21973.95
HDFC,Metals,2016,1475.53,260.08,23.55,1.1,18.75,32.38,38467.04
ICICI,Metals,2019,1110.84,237.19,22.28,0.35,31.58,12.97,33035.3
HDFC,Finance,2015,1548.04,293.88,15.22,0.65,15.96,14.57,14805.42
ICICI,Finance,2017,1324.91,18.27,19.41,1.0,25.84,17.78,26556.27
SBI,Energy,2022,1095.8,268.3,10.53,0.02,28.14,28.53,37507.38
Tata Steel,Automobile,2014,1611.21,358.04,14.15,0.49,24.45,24.25,19686.09
SBI,Finance,2011,1316.48,150.25,26.35,0.62,8.84,29.67,27872.07
ICICI,Energy,2022,1568.33,141.3,12.23,0.77,32.49,31.81,50719.76
Mahindra,IT,2013,1754.29,302.91,18.05,0.7,13.35,23.39,30800.12
Mahindra,Metals,2010,1214.93,125.86,11.02,0.71,19.25,22.09,49338.44
SBI,Automobile,2011,1527.64,146.66,19.69,0.4,20.4,29.53,20588.93
Mahindra,Energy,2013,956.87,213.6,20.81,1.33,24.68,27.56,24907.62
ICICI,IT,2015,1959.76,136.08,21.62,0.62,25.96,27.52,45092.14
Wipro,Metals,2013,1092.28,270.0,20.34,0.23,31.86,23.33,30725.95
SBI,IT,2013,1345.55,136.74,25.13,1.14,21.88,27.29,15275.06
TCS,Energy,2023,1901.51,228.85,15.23,0.57,12.83,17.9,54391.92
Tata Steel,Finance,2020,1429.64,222.76,12.71,0.44,35.87,16.03,33347.65
Mahindra,Metals,2019,1140.78,333.11,15.06,1.0,20.99,17.63,52531.36
Mahindra,IT,2019,1713.92,293.22,11.27,0.64,23.15,35.9,21893.3
Infosys,Finance,2011,1707.16,157.64,18.39,0.85,14.99,12.69,27915.18
Axis Bank,Automobile,2018,1310.04,98.84,17.3,0.61,16.34,26.6,38087.57
SBI,Energy,2021,1342.52,267.04,20.39,0.66,39.42,33.86,46852.53
Reliance,Energy,2019,1369.38,147.73,9.92,0.5,11.25,22.78,42466.42
Mahindra,Metals,2017,1437.89,173.15,17.93,0.44,12.73,17.77,1082.18
Tata Steel,IT,2017,932.11,115.21,24.07,1.84,20.38,23.89,21531.98
TCS,Automobile,2014,1445.57,254.32,20.86,0.55,28.18,16.55,31790.66
Mahindra,Metals,2012,2035.17,148.28,8.52,0.36,15.33,13.63,39158.92
TCS,Metals,2015,1231.21,197.2,17.94,1.14,9.22,29.42,25720.32
ICICI,IT,2023,1324.95,198.44,14.34,0.88,12.79,28.97,25260.56
ICICI,Automobile,2018,1144.91,214.68,18.06,0.81,20.84,17.77,32674.7
Axis Bank,IT,2017,1683.65,252.93,16.1,0.65,14.99,16.58,19599.21
Wipro,Energy,2016,1860.96,180.57,26.7,0.68,47.23,21.51,22179.41
Reliance,Finance,2023,1854.1,140.69,18.43,0.71,44.82,19.33,31924.72
Infosys,Energy,2020,1125.6,51.24,19.58,1.14,36.66,14.27,29528.48
Axis Bank,Energy,2017,1649.94,208.21,17.78,0.73,28.76,9.33,16048.96
HDFC,Metals,2013,1930.13,187.44,20.37,1.14,28.78,9.79,33144.06
Infosys,Energy,2015,1652.9,143.16,16.92,0.78,38.22,11.59,34989.82
SBI,Automobile,2023,1643.52,205.0,21.87,0.74,26.31,12.72,46527.02
Tata Steel,Energy,2014,1358.51,268.48,16.04,0.49,16.77,21.49,29485.14
HDFC,Automobile,2021,1566.03,288.95,24.88,1.44,46.23,14.37,43623.24
HDFC,IT,2011,1870.9,77.19,20.48,0.8,30.75,14.56,5673.53
Axis Bank,Metals,2017,1598.46,171.13,17.24,0.8,39.53,11.22,29323.15
Wipro,Automobile,2012,1125.52,276.88,22.21,1.36,43.12,11.35,24004.16
Axis Bank,Energy,2023,1363.19,327.68,20.47,0.92,7.28,11.17,24069.78
SBI,Metals,2014,1862.78,134.62,22.14,0.96,16.36,19.44,35130.34
Mahindra,Metals,2017,1597.42,310.27,18.43,0.82,22.97,27.29,8084.86
Mahindra,Automobile,2020,1535.72,91.99,16.79,0.57,30.01,30.52,9726.08
Wipro,Automobile,2018,1333.8,291.86,18.68,1.17,34.17,20.37,37096.29
SBI,Finance,2022,1856.58,177.46,15.5,0.38,24.37,27.43,32268.64
Wipro,Finance,2018,1998.72,325.03,22.9,0.51,37.93,14.52,21231.64
TCS,Metals,2023,1878.96,162.88,25.35,0.57,31.09,23.98,45588.15
Mahindra,Finance,2014,1932.78,175.21,20.9,0.88,30.97,13.9,42284.26
HDFC,Energy,2011,1392.39,189.33,25.09,0.8,22.23,23.04,34154.34
Reliance,IT,2016,1349.95,77.04,23.63,0.24,28.16,14.26,13263.75
Tata Steel,Metals,2020,1453.1,59.0,16.66,1.5,28.09,14.83,46070.47
SBI,IT,2020,1511.57,240.81,22.18,1.03,34.63,19.63,7239.87
Infosys,Finance,2016,1929.31,279.08,11.59,0.65,11.83,31.33,16613.64
Wipro,Automobile,2021,1849.77,248.61,18.93,0.93,32.02,25.98,39728.12
Tata Steel,Metals,2022,1661.54,99.68,12.09,0.93,8.54,14.89,12060.14
Infosys,Finance,2017,1070.64,238.42,17.45,0.7,16.47,12.62,46533.16
Tata Steel,Energy,2017,993.59,120.78,10.8,0.92,31.08,14.28,53123.02
Reliance,Metals,2014,1572.14,232.61,23.47,0.92,16.62,24.51,37644.51
Infosys,Metals,2010,1764.08,290.5,16.03,1.13,25.27,21.53,21142.46
Axis Bank,Automobile,2022,1476.13,229.4,22.53,0.82,15.79,24.57,14428.13
ICICI,Metals,2020,2074.47,317.48,17.62,0.9,30.99,16.4,11723.54
Axis Bank,Automobile,2022,1175.27,188.0,8.78,0.74,25.47,22.35,33612.7
Mahindra,Finance,2013,1137.49,182.67,15.58,0.67,24.75,21.9,31232.68
ICICI,Energy,2013,1300.72,205.39,15.35,0.57,36.0,28.86,32425.15
Axis Bank,Energy,2020,1289.31,92.59,17.93,0.56,29.17,31.06,46795.17
ICICI,Metals,2012,1657.89,167.76,25.54,0.66,29.94,26.33,39406.21
ICICI,Metals,2017,1373.49,174.79,26.37,0.73,36.09,28.85,33646.9
HDFC,Finance,2012,1035.65,177.28,16.84,1.1,37.12,19.86,31156.53
Wipro,Automobile,2022,1767.47,221.46,11.7,0.69,15.5,15.11,17763.32
Wipro,Energy,2014,972.01,81.57,,0.7,32.37,19.79,35958.17
HDFC,Automobile,2011,1178.63,108.35,20.4,0.71,29.33,19.07,32867.37
Tata Steel,Finance,2015,1013.19,290.57,17.46,0.79,38.12,18.6,43024.22
TCS,Energy,2015,1562.14,39.42,10.12,1.31,12.13,19.93,33243.13
Tata Steel,Energy,2017,1555.81,249.31,15.48,0.69,18.09,18.81,58629.95
Infosys,IT,2017,,170.12,24.56,0.97,23.03,16.79,44316.02
Infosys,Finance,2010,1774.15,212.81,19.46,0.9,39.03,19.08,7818.13
ICICI,Finance,2014,1932.49,324.65,18.24,0.82,22.13,25.61,32874.61
Axis Bank,IT,2011,1586.58,189.51,16.06,0.51,24.59,13.94,45273.01
Axis Bank,Automobile,2019,1206.92,250.03,15.7,0.96,18.16,29.42,22625.04
Wipro,IT,2021,1538.43,204.69,20.72,0.22,32.84,27.58,22262.6
SBI,Finance,2014,1677.73,191.25,18.71,0.49,31.76,20.61,50189.21
Tata Steel,Automobile,2019,1711.14,181.35,21.86,0.64,19.56,3.32,18224.4
Mahindra,Energy,2021,1358.28,256.08,20.73,0.73,14.55,4.76,37107.25
Reliance,IT,2018,1646.64,141.47,18.1,0.83,32.72,20.78,28748.58
Axis Bank,Automobile,2013,1220.09,109.44,19.92,1.22,30.09,24.75,38370.06
Reliance,Automobile,2017,1187.02,205.96,15.04,0.99,18.36,32.41,23094.54
ICICI,Automobile,2010,1165.26,215.42,17.76,0.85,31.94,17.16,22012.76
Reliance,IT,2017,1507.39,54.07,24.7,0.7,31.39,16.4,43327.78
Mahindra,Energy,2015,1146.65,199.16,18.05,0.7,37.3,11.48,49103.77
HDFC,Automobile,2017,1372.58,101.85,16.91,0.46,33.47,24.19,27858.3
Mahindra,IT,2015,1770.87,250.15,19.05,0.17,21.61,20.05,35236.81
Reliance,Finance,2020,1191.26,55.71,12.17,0.42,17.38,16.66,40165.39
Mahindra,IT,2012,1348.71,354.01,19.1,1.15,45.15,20.16,32368.77
TCS,IT,2021,1521.49,172.94,26.48,0.59,19.86,19.34,38328.09
ICICI,IT,2020,1574.07,130.8,13.96,0.64,6.66,26.77,50634.67
Tata Steel,Automobile,2017,1350.21,177.36,19.34,1.11,12.92,17.01,14213.88
HDFC,IT,2014,1736.06,244.5,17.88,0.01,4.73,19.98,42027.17
Axis Bank,Finance,2021,1677.14,271.24,17.75,0.62,37.21,25.95,55692.19
Infosys,Automobile,2019,1841.96,178.06,17.66,0.47,43.21,18.15,42839.03
Tata Steel,Finance,2014,1475.52,84.9,21.57,0.89,27.5,14.81,15133.48
Infosys,Metals,2021,1346.15,103.02,12.51,0.97,8.96,11.03,49846.59
ICICI,IT,2016,1295.21,222.91,21.44,0.97,37.02,12.71,29804.16
HDFC,Automobile,2015,1592.11,278.99,18.35,1.25,29.66,15.5,37200.19
Wipro,Automobile,2018,1386.85,289.4,9.19,0.97,37.31,26.73,42491.5
Axis Bank,IT,2016,1329.25,213.45,,0.87,30.9,14.84,47550.13
TCS,Energy,2012,1365.51,277.38,18.57,1.53,11.15,18.5,20173.22
Wipro,Energy,2020,1294.89,352.99,13.64,0.16,31.61,12.8,30768.8
ICICI,Finance,2020,1559.71,295.23,18.8,1.46,9.45,20.38,33447.53
Tata Steel,IT,2021,1076.23,273.76,11.42,1.32,17.28,22.01,19580.66
TCS,IT,2014,1590.9,135.48,14.58,0.76,35.33,22.48,39430.37
Mahindra,Metals,2018,1702.96,277.01,18.18,0.59,34.84,32.29,26910.24
Reliance,Energy,2020,1325.74,,9.57,0.6,15.56,19.9,31027.29
TCS,Energy,2022,2076.61,252.05,,0.71,13.6,22.05,24114.43
ICICI,IT,2019,1505.29,300.89,12.99,1.16,25.26,16.05,36975.26
SBI,Finance,2023,1031.6,228.68,18.4,0.06,45.03,35.21,22967.11
Reliance,IT,2011,1415.63,191.8,20.21,1.4,30.61,25.93,29537.22
Infosys,Finance,2010,1518.8,114.41,13.54,0.8,48.53,26.19,30141.09
Axis Bank,Energy,2020,1634.69,176.28,13.26,1.15,23.35,27.62,23560.43
Infosys,Metals,2017,1422.77,217.03,18.69,0.43,33.83,25.24,8138.41
TCS,Automobile,2017,1196.53,222.21,18.56,1.02,21.84,27.96,38229.92
Infosys,Energy,2011,1171.51,219.51,14.5,0.92,17.0,18.69,29649.35
ICICI,Finance,2023,1303.92,276.76,27.14,0.97,15.48,35.86,25806.75
Mahindra,IT,2022,1332.67,269.23,18.92,0.59,28.54,9.18,29623.02
Tata Steel,Energy,2017,1159.51,195.03,17.15,0.69,37.95,18.08,40084.57
Axis Bank,Metals,2014,1280.16,132.22,16.07,0.43,21.73,32.12,55868.19
Infosys,Finance,2011,1697.84,230.67,23.04,1.03,39.21,18.8,9388.44
Infosys,IT,2016,1994.52,379.71,20.73,1.2,43.31,24.64,35114.31
TCS,Automobile,2016,1726.64,225.7,9.31,0.88,33.68,16.7,24340.26
Tata Steel,Finance,2012,1891.76,176.33,14.52,-0.0,28.27,23.12,47161.07
Wipro,IT,2023,1792.24,242.87,15.77,1.21,18.3,17.48,14219.73
Infosys,Automobile,2010,1749.94,247.66,17.94,0.84,38.03,28.18,31171.67
ICICI,IT,2020,1398.66,246.77,21.14,0.0,13.59,22.03,28124.54
SBI,Automobile,2013,1542.27,309.83,12.65,0.29,31.07,7.75,16571.74
Axis Bank,Automobile,2011,1373.81,230.89,17.6,0.48,12.11,14.31,22201.11
Infosys,Automobile,2013,1434.27,306.03,26.5,0.8,14.43,13.18,26320.23
